# x	y	u	v	flags	mask
4.2353e+01	1.4118e+01	1.3818e+01	9.5018e+01	0.0000e+00	0.0000e+00
4.4235e+01	1.4118e+01	9.2770e-01	9.3190e+01	0.0000e+00	0.0000e+00
4.6118e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.2235e+01	-2.0028e-01	4.2561e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.2235e+01	-2.0741e-01	9.3184e+00	0.0000e+00	0.0000e+00
1.7882e+01	1.2235e+01	5.1814e-01	7.2918e+00	0.0000e+00	0.0000e+00
1.9765e+01	1.2235e+01	1.7774e+00	8.1528e+00	0.0000e+00	0.0000e+00
2.1647e+01	1.2235e+01	1.8069e+00	5.4750e+00	0.0000e+00	0.0000e+00
2.3529e+01	1.2235e+01	4.6551e+00	3.8878e+00	0.0000e+00	0.0000e+00
2.5412e+01	1.2235e+01	6.3376e+00	3.1456e+00	0.0000e+00	0.0000e+00
2.7294e+01	1.2235e+01	7.5487e+00	2.7955e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.2235e+01	1.4477e+01	4.2606e+00	0.0000e+00	0.0000e+00
3.1059e+01	1.2235e+01	6.5161e+00	5.3833e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.2235e+01	1.2473e+01	9.3616e+00	0.0000e+00	0.0000e+00
3.4824e+01	1.2235e+01	9.7170e+00	1.5495e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.2235e+01	3.0101e+00	1.7830e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.2235e+01	1.5645e+01	3.4698e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.2235e+01	7.7857e+00	1.1109e+02	0.0000e+00	0.0000e+00
4.2353e+01	1.2235e+01	6.5783e+00	1.0869e+02	0.0000e+00	0.0000e+00
4.4235e+01	1.2235e+01	4.0129e-01	1.0259e+02	0.0000e+00	0.0000e+00
4.6118e+01	1.2235e+01	-7.9670e-07	-1.0572e+00	0.0000e+00	0.0000e+00
4.8000e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.2235e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.0353e+01	9.9475e-01	6.2041e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.0353e+01	-2.1022e+00	6.6204e+00	0.0000e+00	0.0000e+00
1.7882e+01	1.0353e+01	-6.3046e-01	5.4643e+00	0.0000e+00	0.0000e+00
1.9765e+01	1.0353e+01	2.7636e+00	5.8111e+00	0.0000e+00	0.0000e+00
2.1647e+01	1.0353e+01	7.2689e-01	5.0170e+00	0.0000e+00	0.0000e+00
2.3529e+01	1.0353e+01	5.0038e+00	2.9210e+00	0.0000e+00	0.0000e+00
2.5412e+01	1.0353e+01	6.3150e+00	1.3513e+00	0.0000e+00	0.0000e+00
2.7294e+01	1.0353e+01	8.2630e+00	1.8911e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.0353e+01	1.0883e+01	-3.2508e-01	0.0000e+00	0.0000e+00
3.1059e+01	1.0353e+01	9.4996e+00	3.6029e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.0353e+01	1.2726e+01	1.2442e+01	0.0000e+00	0.0000e+00
3.4824e+01	1.0353e+01	1.0650e+01	1.5633e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.0353e+01	1.4985e+01	2.9109e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.0353e+01	6.6346e+00	2.5288e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.0353e+01	8.5839e+00	8.8713e+01	0.0000e+00	0.0000e+00
4.2353e+01	1.0353e+01	1.3823e-02	1.4843e+02	0.0000e+00	0.0000e+00
4.4235e+01	1.0353e+01	-7.9306e-01	1.0496e+02	0.0000e+00	0.0000e+00
4.6118e+01	1.0353e+01	-9.7288e-01	1.0879e+01	0.0000e+00	0.0000e+00
4.8000e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.0353e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	8.4706e+00	-6.0563e-01	-1.7159e+00	0.0000e+00	0.0000e+00
1.6000e+01	8.4706e+00	4.3730e-01	9.1998e+00	0.0000e+00	0.0000e+00
1.7882e+01	8.4706e+00	-4.0606e+00	9.0948e+00	0.0000e+00	0.0000e+00
1.9765e+01	8.4706e+00	2.3363e+00	3.7656e+00	0.0000e+00	0.0000e+00
2.1647e+01	8.4706e+00	2.8812e+00	5.5382e+00	0.0000e+00	0.0000e+00
2.3529e+01	8.4706e+00	5.4105e+00	2.4634e+00	0.0000e+00	0.0000e+00
2.5412e+01	8.4706e+00	3.4480e+00	5.6023e-01	0.0000e+00	0.0000e+00
2.7294e+01	8.4706e+00	3.1555e+00	9.2932e-01	0.0000e+00	0.0000e+00
2.9176e+01	8.4706e+00	8.7074e+00	2.3183e+00	0.0000e+00	0.0000e+00
3.1059e+01	8.4706e+00	1.1015e+01	4.5755e+00	0.0000e+00	0.0000e+00
3.2941e+01	8.4706e+00	5.6571e+00	1.6424e+01	0.0000e+00	0.0000e+00
3.4824e+01	8.4706e+00	1.0232e+01	1.7658e+01	0.0000e+00	0.0000e+00
3.6706e+01	8.4706e+00	1.1849e+01	1.9329e+01	0.0000e+00	0.0000e+00
3.8588e+01	8.4706e+00	1.7213e+01	3.8625e+01	0.0000e+00	0.0000e+00
4.0471e+01	8.4706e+00	2.5535e+01	9.9272e+01	0.0000e+00	0.0000e+00
4.2353e+01	8.4706e+00	1.6458e+01	1.4081e+02	0.0000e+00	0.0000e+00
4.4235e+01	8.4706e+00	5.3254e+00	1.6076e+02	0.0000e+00	0.0000e+00
4.6118e+01	8.4706e+00	1.2782e-01	8.6709e+00	0.0000e+00	0.0000e+00
4.8000e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	8.4706e+00	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	6.5882e+00	4.8358e-02	-3.0246e-01	0.0000e+00	0.0000e+00
1.6000e+01	6.5882e+00	2.1911e+00	5.8689e+00	0.0000e+00	0.0000e+00
1.7882e+01	6.5882e+00	-6.3557e-01	8.4086e+00	0.0000e+00	0.0000e+00
1.9765e+01	6.5882e+00	1.9754e+00	5.6693e+00	0.0000e+00	0.0000e+00
2.1647e+01	6.5882e+00	1.8652e+00	2.1227e+00	0.0000e+00	0.0000e+00
2.3529e+01	6.5882e+00	3.4901e+00	2.4583e+00	0.0000e+00	0.0000e+00
2.5412e+01	6.5882e+00	3.3529e+00	-1.4791e+00	0.0000e+00	0.0000e+00
2.7294e+01	6.5882e+00	4.6557e+00	-6.6135e-01	0.0000e+00	0.0000e+00
2.9176e+01	6.5882e+00	4.9046e+00	3.1774e+00	0.0000e+00	0.0000e+00
3.1059e+01	6.5882e+00	7.6818e+00	7.9026e+00	0.0000e+00	0.0000e+00
3.2941e+01	6.5882e+00	1.2933e+01	1.6382e+01	0.0000e+00	0.0000e+00
3.4824e+01	6.5882e+00	9.3068e+00	2.7871e+01	0.0000e+00	0.0000e+00
3.6706e+01	6.5882e+00	1.0456e+01	2.7222e+01	0.0000e+00	0.0000e+00
3.8588e+01	6.5882e+00	2.5216e+01	4.5946e+01	0.0000e+00	0.0000e+00
4.0471e+01	6.5882e+00	1.1430e+01	5.0999e+01	0.0000e+00	0.0000e+00
4.2353e+01	6.5882e+00	1.5527e+01	1.2055e+02	0.0000e+00	0.0000e+00
4.4235e+01	6.5882e+00	-2.6184e-01	1.2290e+02	0.0000e+00	0.0000e+00
4.6118e+01	6.5882e+00	-1.0700e+00	1.4181e+01	0.0000e+00	0.0000e+00
4.8000e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	6.5882e+00	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	4.7059e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8235e+00	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
1.6000e+01	4.7059e+00	4.1368e-01	3.3699e+00	0.0000e+00	0.0000e+00
1.7882e+01	4.7059e+00	-7.1674e-01	7.4074e+00	0.0000e+00	0.0000e+00
1.9765e+01	4.7059e+00	5.6107e-01	8.3070e+00	0.0000e+00	0.0000e+00
2.1647e+01	4.7059e+00	-2.8111e+00	6.6638e+00	0.0000e+00	0.0000e+00
2.3529e+01	4.7059e+00	1.3832e+00	9.3001e-01	0.0000e+00	0.0000e+00
2.5412e+01	4.7059e+00	6.0039e+00	-2.6442e+00	0.0000e+00	0.0000e+00
2.7294e+01	4.7059e+00	3.4239e+00	-8.7070e-01	0.0000e+00	0.0000e+00
2.9176e+01	4.7059e+00	7.5161e+00	2.5060e+00	0.0000e+00	0.0000e+00
3.1059e+01	4.7059e+00	1.0502e+01	9.3637e+00	0.0000e+00	0.0000e+00
3.2941e+01	4.7059e+00	8.2342e+00	1.2796e+01	0.0000e+00	0.0000e+00
3.4824e+01	4.7059e+00	9.2316e+00	2.0858e+01	0.0000e+00	0.0000e+00
3.6706e+01	4.7059e+00	9.0122e+00	2.7132e+01	0.0000e+00	0.0000e+00
3.8588e+01	4.7059e+00	1.2465e+01	4.2657e+01	0.0000e+00	0.0000e+00
4.0471e+01	4.7059e+00	5.4011e+00	6.4868e+01	0.0000e+00	0.0000e+00
4.2353e+01	4.7059e+00	2.6862e+00	1.1534e+02	0.0000e+00	0.0000e+00
4.4235e+01	4.7059e+00	9.9064e+00	9.7558e+01	0.0000e+00	0.0000e+00
4.6118e+01	4.7059e+00	-2.7677e-01	6.6908e+00	0.0000e+00	0.0000e+00
4.8000e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	4.7059e+00	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.8235e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8235e+00	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
1.6000e+01	2.8235e+00	1.7436e-01	3.8813e+00	0.0000e+00	0.0000e+00
1.7882e+01	2.8235e+00	-2.0279e+00	7.9901e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.8235e+00	1.2811e+00	5.4599e+00	0.0000e+00	0.0000e+00
2.1647e+01	2.8235e+00	1.1490e+00	3.0851e+00	0.0000e+00	0.0000e+00
2.3529e+01	2.8235e+00	7.2289e-01	3.8035e-01	0.0000e+00	0.0000e+00
2.5412e+01	2.8235e+00	6.8862e-01	-2.2596e+00	0.0000e+00	0.0000e+00
2.7294e+01	2.8235e+00	3.0236e+00	1.5207e+00	0.0000e+00	0.0000e+00
2.9176e+01	2.8235e+00	4.1522e+00	1.1608e+01	0.0000e+00	0.0000e+00
3.1059e+01	2.8235e+00	7.9177e+00	1.0894e+01	0.0000e+00	0.0000e+00
3.2941e+01	2.8235e+00	1.0963e+01	1.6411e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.8235e+00	1.7000e+01	3.2371e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.8235e+00	1.7400e+01	4.1266e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.8235e+00	4.2106e+00	2.8029e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.8235e+00	4.0068e+00	6.3518e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.8235e+00	-2.6884e+00	7.5964e+01	0.0000e+00	0.0000e+00
4.4235e+01	2.8235e+00	2.6337e+00	1.0363e+02	0.0000e+00	0.0000e+00
4.6118e+01	2.8235e+00	-2.6458e-01	1.2113e+01	0.0000e+00	0.0000e+00
4.8000e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.8235e+00	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	9.4118e-01	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8235e+00	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
1.6000e+01	9.4118e-01	1.0002e+00	1.6015e+00	0.0000e+00	0.0000e+00
1.7882e+01	9.4118e-01	3.5884e-01	7.3430e+00	0.0000e+00	0.0000e+00
1.9765e+01	9.4118e-01	-9.0990e-01	5.8025e+00	0.0000e+00	0.0000e+00
2.1647e+01	9.4118e-01	-8.8141e-01	3.8451e+00	0.0000e+00	0.0000e+00
2.3529e+01	9.4118e-01	-2.1928e+00	-1.9038e+00	0.0000e+00	0.0000e+00
2.5412e+01	9.4118e-01	-1.1767e+00	1.4829e+00	0.0000e+00	0.0000e+00
2.7294e+01	9.4118e-01	-3.9855e+00	5.5830e+00	0.0000e+00	0.0000e+00
2.9176e+01	9.4118e-01	5.0352e+00	7.6361e+00	0.0000e+00	0.0000e+00
3.1059e+01	9.4118e-01	3.3513e+00	1.3081e+01	0.0000e+00	0.0000e+00
3.2941e+01	9.4118e-01	9.1409e+00	2.7023e+01	0.0000e+00	0.0000e+00
3.4824e+01	9.4118e-01	1.1909e+01	4.2255e+01	0.0000e+00	0.0000e+00
3.6706e+01	9.4118e-01	9.7637e+00	4.3359e+01	0.0000e+00	0.0000e+00
3.8588e+01	9.4118e-01	6.1630e+00	2.7467e+01	0.0000e+00	0.0000e+00
4.0471e+01	9.4118e-01	4.9620e+00	7.3828e+01	0.0000e+00	0.0000e+00
4.2353e+01	9.4118e-01	9.7445e+00	9.1880e+01	0.0000e+00	0.0000e+00
4.4235e+01	9.4118e-01	2.0567e+00	1.1268e+02	0.0000e+00	0.0000e+00
4.6118e+01	9.4118e-01	2.8814e-01	1.2816e+01	0.0000e+00	0.0000e+00
4.8000e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	9.4118e-01	nan	nan	1.0000e+00	0.0000e+00
